name,kingdom,phylum,class,order,family,genus,species,nutritional components
Betel Nut Pollen,Plantae,Angiosperms,Monocotyledon,Arecales,Arecaceae,Areca,Betel Nut,"Contains arecoline, vitamins, and proteins, with effects of promoting digestion and refreshing the mind."
Chrysanthemum pollen,Plantae,Angiosperms,Dicotyledons,Asterales,Asteraceae,Chrysanthemum,Chrysanthemum species,"Rich in flavonoids and volatile oils, with effects of clearing heat, detoxifying, antibacterial, and anti-inflammatory."
Milk vetch pollen,Plantae,Angiosperms,Dicotyledons,Fabales,Fabaceae,Milk vetch genus,Milk vetch species,"Rich in proteins, amino acids, and flavonoids, with effects of replenishing qi, nourishing blood, clearing heat, and detoxifying."
Dandelion pollen,Plantae,Angiosperms,Dicotyledons,Asterales,Asteraceae,Taraxacum,Dandelion species,"Rich in vitamins A, C, and minerals, with effects of clearing heat, detoxifying, diuresis, and reducing swelling."
Lily pollen,Plantae,Angiosperms,Monocotyledon,Asparagales,Liliaceae,Lilium,Lily species,"Rich in proteins and flavonoids, with effects of clearing heat, moistening the lungs, calming the mind, and soothing the spirit."
Burdock pollen,Plantae,Angiosperms,Dicotyledons,Asterales,Asteraceae,Burdock,Burdock species,"Rich in dietary fiber and flavonoids, with effects of antioxidant and lowering blood sugar."
Sunflower pollen,Plantae,Angiosperms,Dicotyledons,Asterales,Asteraceae,Helianthus,Sunflower species,"Rich in vitamin E and fatty acids, with effects of lowering blood lipids and enhancing immunity."
Peach Blossom Powder,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Peach,Peach,"Rich in vitamin C and β-carotene, it has the effects of moisturizing the skin, nourishing the complexion, and promoting metabolism."
Persimmon Blossom Powder,Plantae,Angiosperms,Dicotyledons,Ebenales,Ebenaceae,Diospyros,Persimmon,"Rich in flavonoids, vitamins, and minerals, it has the effects of moistening the lungs, promoting fluid production, relieving cough, and reducing phlegm."
Wisteria Blossom Powder,Plantae,Angiosperms,Dicotyledons,Fabales,Fabaceae,Wisteria,Wisteria,"Rich in various amino acids and vitamin E, it has the effects of beautifying the skin, nourishing the complexion, and regulating immune function."
Osmanthus Blossom Powder,Plantae,Angiosperms,Dicotyledons,Lamiales,Oleaceae,Osmanthus,Osmanthus,"Rich in volatile oils and various flavonoids, it has the effects of relieving cough, calming asthma, and improving digestive function."
Lychee Blossom Powder,Plantae,Angiosperms,Dicotyledons,Sapindales,Sapindaceae,Litchi,Lychee,"Rich in vitamin C and glucose, it has the effects of strengthening the spleen, stimulating appetite, and replenishing qi and blood."
Pear Pollen,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Pyrus,Pear,"Contains various amino acids and vitamins, with effects of moistening the lungs, relieving cough, clearing heat, and promoting fluid production."
Longan Pollen,Plantae,Angiosperms,Dicotyledons,Sapindales,Sapindaceae,Dimocarpus,Longan,"Rich in various vitamins and minerals, with effects of nourishing blood and enhancing immunity."
Apricot Pollen,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Apricot,Apricot,"Rich in vitamin C and β-carotene, with effects of beautifying the skin and promoting bowel movements."
Perilla Pollen,Plantae,Angiosperms,Dicotyledons,Lamiales,Lamiaceae,Perilla,Perilla,"Rich in flavonoids and vitamins, with effects of relieving external symptoms, dispelling cold, and anti-allergy."
Mint Pollen,Plantae,Angiosperms,Dicotyledons,Lamiales,Lamiaceae,Mentha,Mint,"Rich in flavonoids and volatile oils, with effects of clearing heat, detoxifying, and refreshing the mind."
Kuding Tea Pollen,Plantae,Angiosperms,Dicotyledons,Lamiales,Aquifoliaceae,Kuding Tea,Kuding Tea,"Contains abundant flavonoid compounds, with effects of lowering blood pressure, reducing lipids, clearing heat, and detoxifying."
Vitex Honey,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,"Mainly derived from Vitex flowers, it is light yellow in color, with a fresh fragrance and a sweet taste. Vitex honey has the effect of nourishing qi and moistening the lungs, making it suitable for daily consumption."
Hairy Huckleberry,Plantae,Angiosperms,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Hairy Huckleberry,"Contains vitamin C, vitamin E, vitamin A, B vitamins, protein, amino acids, pectin, flavonoids, potassium, calcium, magnesium, zinc, iron, copper, manganese, selenium, anthocyanins, ellagic acid, quercetin, etc."
Kumquat,Plantae,Angiosperms,Dicotyledons,Sapindales,Rutaceae,Kumquat,Kumquat,"Rich in vitamin C, ascorbic acid, dietary fiber, natural keratin, protein, lysine, antioxidants, flavonoids, and cellulose."
Raspberry,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Rubus,Raspberry,"Rich in vitamin C, dietary fiber, manganese, and antioxidants such as anthocyanins and ellagic acid. They also contain small amounts of vitamin K, iron, magnesium, and potassium."
Taiwan Crabapple,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Malus,Taiwan Crabapple,"Includes flavonoids, vitamin C, and vitamin E, among others."
Three-leaf Crabapple,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Malus,Three-leaf Crabapple,"Includes protein, carbohydrates, calcium, phosphorus, iron, and vitamin C, among others."
Bean Pear,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Pyrus,Bean Pear,"including water, energy, protein, fat, carbohydrates, vitamins, and minerals."
Hubei Begonia,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Malus,Hubei Begonia,"including protein, tea polyphenols, flavonoids, and various trace elements."
Wild Banana,Plantae,Angiosperms,Magnoliopsida,Zingiberales,Musaceae,Musa,Wild Banana,"including protein, fat, carbohydrates, vitamins, and minerals."
Polygonum chinense,Plantae,Angiosperms,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum chinense,"including polysaccharides, protein, amino acids, vitamins, and minerals."
Melastoma dodecandrum,Plantae,Angiosperms,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,Melastoma dodecandrum,"containing vitamins, minerals, and fiber."
Green-leaf Schisandra,Plantae,Angiosperms,Dicotyledons,Magnoliales,Schisandraceae,Schisandra,Green-leaf Schisandra,"Schisandra usually contains schisandrin, vitamin C, resin, tannins, etc."
Leopard,Plantae,Angiosperms,Magnoliopsida,Asterales,Campanulaceae,Codonopsis,Leopard,"Includes rich vitamin C, dietary fiber, natural sugars, antioxidants, and some minerals such as potassium and calcium."
Thick-stemmed Bird Cherry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Bird Cherry,Thick-stemmed Bird Cherry,"May contain vitamin C, dietary fiber, and antioxidants."
Hairy Grape,Plantae,Angiosperms,Dicotyledons,Vitales,Vitaceae,Vitis,Hairy Grape,"Rich in vitamin C, potassium, antioxidants, and fiber."
Myrtle,Plantae,Angiosperms,Dicotyledons,Myrtales,Myrtaceae,Myrtle,Myrtle,"Vitamin C, cellulose, minerals, etc."
Black Tiger,Plantae,Angiosperms,Dicotyledons,Sapindales,Rutaceae,Citrus,Black Tiger,"Vitamin C, antioxidants, dietary fiber, etc."
Palm-leaf Raspberry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Rubus chingii,"The fruit of Rubus chingii is rich in nutrients, containing various vitamins and minerals."
Rubus adenophorus,Plantae,Angiosperms,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus adenophorus,"The fruit of Rubus adenophorus is rich in amino acids, organic acids, sugars, mineral elements, and vitamin C."
Myrica rubra,Plantae,Angiosperms,Dicotyledons,Myricales,Myricaceae,Myrica,Myrica rubra,"The fruit of Myrica rubra is rich in glucose, fructose, citric acid, malic acid, and contains abundant cellulose, mineral elements, vitamins, and a certain amount of protein, fat, pectin, and 8 kinds of amino acids beneficial to the human body. The content of calcium, phosphorus, and iron in its fruit is more than 10 times higher than that of other fruits."
Cleyera japonica,Plantae,Angiosperms,Dicotyledons,Myrtales,Myrtaceae,Cleyera,Cleyera japonica,"Vitamin C, minerals, etc."
Cleyera grandiflora,Plantae,Angiosperms,Dicotyledons,Ebenales,Ebenaceae,Diospyros,Diospyros morrisiana,"Vitamin C, cellulose, minerals, etc."
Diospyros glaucifolia,Plantae,Angiosperms,Dicotyledons,Ebenales,Ebenaceae,Diospyros,Diospyros glaucifolia,"Vitamin C, cellulose, minerals, etc."
Actinidia eriantha,Plantae,Angiosperms,Dicotyledons,Rosales,Actinidiaceae,Actinidia,Actinidia eriantha,"The fruit of Actinidia eriantha is extremely rich in nutrients, with a high content of vitamins. The vitamin C content is 8-10 times higher than that of the Chinese kiwi fruit, which is known as the 'king of fruits.' It also contains 15 amino acids, including 6 essential amino acids and 5 semi-essential amino acids for humans. Additionally, it contains various essential minerals such as calcium, magnesium, iron, and zinc."
Actinidia callosa var. discolor,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Actinidia,Actinidia callosa var. discolor,"Vitamin C, Vitamin K, fiber, etc."
Actinidia callosa var. henryi,Plantae,Angiosperms,Dicotyledons,Rosales,Actinidiaceae,Actinidia,Actinidia callosa var. henryi,"The fruit of Actinidia callosa var. henryi contains various vitamins, minerals, and amino acids, offering high nutritional value."
Actinidia fulvicoma,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Actinidia,Actinidia fulvicoma,"Vitamin C, Vitamin K, fiber, etc."
Actinidia latifolia,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Actinidia,Actinidia latifolia,"Vitamin C, Vitamin K, fiber, etc."
Actinidia melliana,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Actinidia,Actinidia melliana,"Vitamin C, Vitamin K, fiber, etc."
Vaccinium bracteatum,Plantae,Angiosperms,Dicotyledons,Ericales,Ericaceae,Vaccinium,Vaccinium bracteatum,"The leaves of Vaccinium bracteatum contain trace elements such as barium, bromine, boron, iron, manganese, lead, tin, gallium, titanium, nickel, bismuth, molybdenum, vanadium, zirconium, copper, silver, zinc, cobalt, and strontium. They have medicinal value and can nourish the liver and kidneys, strengthen bones and muscles, stabilize vital energy, and treat diarrhea and dysentery."
Premna microphylla,Plantae,Angiosperms,Dicotyledons,Lamiales,Lamiaceae,Premna,Premna microphylla,"The leaves of Premna microphylla have high nutritional value, containing crude fat, crude fiber, pectin, vitamin C, chlorophyll, and various amino acids, with medicinal, edible, and economic value."
Viburnum fordiae,Plantae,Angiosperms,Dicotyledons,Dipsacales,Adoxaceae,Viburnum,Viburnum fordiae,"Viburnum fordiae has the effects of dispelling wind, relieving exterior syndromes, promoting blood circulation, dispersing blood stasis, clearing heat, and detoxifying. It is used to treat colds, fever, irregular menstruation, rheumatism, etc."
Viburnum luzonicum,Plantae,Angiosperms,Dicotyledons,Dipsacales,Caprifoliaceae,Viburnum,Viburnum luzonicum,The fruit of Viburnum luzonicum is rich in vitamin C and minerals.
Viburnum ichangense,Plantae,Angiosperms,Dicotyledons,Gentianales,Caprifoliaceae,Viburnum,Viburnum ichangense,Contains phytochemicals and trace elements.
Calamus thysanolepis,Plantae,Angiosperms,Magnoliopsida,Arecales,Arecaceae,Calamus,Calamus thysanolepis,"The stems of Calamus thysanolepis are flexible and can be used for weaving various rattan products and furniture, making it an important raw material for handicrafts."
Vitis davidii,Plantae,Angiosperms,Dicotyledons,Vitales,Vitaceae,Vitis,Vitis davidii,"The fruit of Vitis davidii can be eaten fresh or used for winemaking, the roots can be used medicinally, and it can serve as a moisture-resistant rootstock and breeding material."
Berchemia floribunda,Plantae,Angiosperms,Dicotyledons,Rhamnales,Rhamnaceae,Berchemia,Berchemia floribunda,No specific nutritional information available.
Cudrania tricuspidata,Plantae,Angiosperms,Dicotyledons,Rosales,Polygonaceae,Cudrania,Cudrania tricuspidata,No specific nutritional information available.
Diospyros kaki var. sylvestris,Plantae,Angiosperms,Dicotyledons,Ebenales,Ebenaceae,Diospyros,Diospyros kaki var. sylvestris,The fruit of Diospyros kaki var. sylvestris is edible and rich in nutrients such as sugar and vitamins.
Diospyros oleifera,Plantae,Angiosperms,Dicotyledons,Ebenales,Ebenaceae,Diospyros,Diospyros oleifera,The fruit of Diospyros oleifera is edible and rich in nutrients such as sugar and vitamins.
Embelia ribes,Plantae,Angiosperms,Dicotyledons,Sapindales,Myrsinaceae,Embelia,Embelia ribes,No specific nutritional information available.
Embelia scandens,Plantae,Angiosperms,Dicotyledons,Sapindales,Myrsinaceae,Embelia,Embelia ribes,The fruit of Embelia ribes contains various vitamins and minerals.
Fissistigma oldhamii,Plantae,Angiosperms,Dicotyledons,Ericales,Annonaceae,Fissistigma,Fissistigma oldhamii,The fruit of Fissistigma oldhamii contains various vitamins and minerals.
Cornus elliptica,Plantae,Angiosperms,Dicotyledons,Cornales,Cornaceae,Cornus,Cornus elliptica,The leaves and fruit of Cornus elliptica are rich in vitamin C.
Rubus alceifolius,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Rubus alceifolius,The fruit of Rubus alceifolius is rich in vitamin E and dietary fiber.
Ficus heteromorpha,Plantae,Angiosperms,Dicotyledons,Urticales,Moraceae,Ficus,Ficus heteromorpha,The fruit of Ficus heteromorpha contains various amino acids and minerals.
Morus australis,Plantae,Angiosperms,Dicotyledons,Urticales,Moraceae,Morus,Morus australis,The fruit of Morus australis is rich in protein and vitamin C.
Rubus rosifolius,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Hollow Bubble,The fruit of Hollow Bubble contains various vitamins and minerals.
Red Nanmu,Plantae,Angiosperms,Dicotyledons,Myrtales,Myrtaceae,Red Nanmu genus,Red Nanmu,The fruit of Red Nanmu contains various antioxidants.
Multiflowered Garcinia,Plantae,Angiosperms,Dicotyledons,Ranunculales,Berberidaceae,Garcinia genus,Multiflowered Garcinia,The fruit of Multiflowered Garcinia is rich in dietary fiber and minerals.
Taiwan Loquat,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Eriobotrya,Taiwan Loquat,The fruit of Taiwan Loquat is rich in vitamin C and minerals.
Heavenly Fruit,Plantae,Angiosperms,Dicotyledons,Asterales,Verbenaceae,Premna,Heavenly Fruit,The fruit of Heavenly Fruit contains various vitamins and minerals.
Brown-haired Elaeocarpus,Plantae,Angiosperms,Dicotyledons,Ericales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus decipiens,"The flowers and leaves of Elaeocarpus decipiens contain flavonoids, volatile oils, amino acids, sugars, and vitamin C."
Japanese May Tea,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Ternstroemia,Ternstroemia gymnanthera,"Contains caffeine, tea polyphenols (such as catechins), amino acids (such as theanine), vitamin C, minerals (such as potassium, calcium), and antioxidants."
Southern Schisandra,Plantae,Angiosperms,Dicotyledons,Ranunculales,Magnoliaceae,Schisandra,Schisandra chinensis,"The fruit of Schisandra chinensis contains various vitamins, organic acids, sugars, amino acids, and minerals."
Tail-leaf Akebia,Plantae,Angiosperms,Dicotyledons,Gentianales,Apocynaceae,Akebia,Akebia quinata,"Contains vitamin C, minerals such as potassium, calcium, magnesium, plant fibers, and antioxidant components."
Cowfruit Vine,Plantae,Angiosperms,Dicotyledons,Asterales,Verbenaceae,Cowfruit Vine,Cowfruit Vine,"Contains rich vitamin C, minerals such as potassium, iron, calcium, plant fibers, and amino acids."
White Akebia,Plantae,Angiosperms,Dicotyledons,Ranunculales,Lardizabalaceae,Akebia,Akebia trifoliata,"Akebia trifoliata contains chemical components such as akebia saponins, alkaloids, volatile oils, and flavonoids, and has medicinal value."
Eagle Claw Maple,Plantae,Angiosperms,Dicotyledons,Sapindales,Celastraceae,Kalopanax,Kalopanax septemlobus,"Rich in vitamin C, calcium, iron, magnesium, and plant fiber."
Yunnan Olive,Plantae,Angiosperms,Dicotyledons,Sapindales,Meliaceae,Canarium,Canarium album,"Yunnan olive fruit contains nutrients such as vitamin C, vitamin E, protein, dietary fiber, and minerals."
Plum,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Apricot,Prunus mume,"Plums contain organic acids, vitamins, minerals, dietary fiber, flavonoids, and other nutrients."
Doi,Plantae,Angiosperms,Dicotyledons,Sapindales,Rutaceae,Doi,Doi,"Rich in vitamin C, minerals such as calcium, iron, magnesium, and plant fiber."
Pyracantha,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Pyracantha,Pyracantha,"Pyracantha fruits contain various nutrients such as vitamins, minerals, amino acids, and dietary fiber."
Emergency Ration,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Pyracantha,Emergency Ration,"Emergency ration contains various nutrients such as vitamins, minerals, organic acids, and sugars."
Cherry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Prunus,Cherry,"Rich in vitamin C, potassium, antioxidants, and fiber."
Pecan,Plantae,Angiosperms,Dicotyledons,Juglandales,Juglandaceae,Juglans,Pecan,"Rich in unsaturated fatty acids, protein, fiber, vitamin E, and minerals."
Acorn,Plantae,Angiosperms,Dicotyledons,Fagales,Fagaceae,Quercus,Oak,"Rich in starch, protein, fat, vitamins, and minerals."
Wild Apple,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Malus,Wild Apple,"Rich in vitamin C, fiber, antioxidants, and minerals."
Wild Pear,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Pyrus,Wild Pear,"Rich in vitamin C, fiber, antioxidants, and minerals."
Jingli,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Pyrus,Jingli,"Vitamin C, dietary fiber, potassium, magnesium, etc."
Raspberry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Raspberry,"Raspberries are rich in vitamin C, vitamin E, vitamin K, vitamin B1, vitamin B2, the mineral element selenium, total amino acids, γ-aminobutyric acid, and other nutrients."
Blackberry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Blackberry,"Blackberries contain vitamin C, vitamin E, vitamin K, vitamin B1, vitamin B2, the mineral element selenium, total amino acids, γ-aminobutyric acid, and other nutrients."
Aronia Berry,Plantae,Angiosperms,Dicotyledons,Ericales,Ericaceae,Vaccinium,Aronia Berry,"Aronia berries are rich in vitamins, protein, carbohydrates, dietary fiber, minerals, and other nutrients, which help supplement nutrition, promote digestion, protect vision, assist in improving anemia, and protect the heart."
Oleander Berry,Plantae,Angiosperms,Dicotyledons,Gentianales,Apocynaceae,Vincetoxicum,Oleander Berry,No specific nutritional information available.
Red Berry,Plantae,Angiosperms,Dicotyledons,Rosales,Rosaceae,Rubus,Red Berry,No specific nutritional information available.
