EntityA,EntityB,Relation
Diospyros glaucifolia,cellulose,contains
Diospyros glaucifolia,etc.,contains
Diospyros glaucifolia,minerals,contains
Diospyros kaki var. sylvestris,The fruit of Diospyros kaki var. sylvestris is edible,contains
Diospyros kaki var. sylvestris,rich in nutrients such as sugar,contains
Diospyros kaki var. sylvestris,vitamins.,contains
Diospyros oleifera,The fruit of Diospyros oleifera is edible,contains
Diospyros oleifera,rich in nutrients such as sugar,contains
Diospyros oleifera,vitamins.,contains
Dipsacus,Volatile oils,contains
Dipsacus,alkaloids,contains
Dipsacus,etc.,contains
Dipsacus,iridoids,contains
Dipsacus,triterpenoid saponins,contains
Disc Snail,B vitamins including vitamin B1,contains
Disc Snail,Snail meat is high in protein,contains
Disc Snail,containing various essential amino acids for the human body,contains
Disc Snail,contains various vitamins such as vitamin A,contains
Disc Snail,crude ash.,contains
Disc Snail,including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium,contains
Disc Snail,iron,contains
Disc Snail,niacin. It also includes carbohydrates,contains
Disc Snail,phosphorus,contains
Disc Snail,vitamin B2,contains
Disc Snail,vitamin E,contains
Disc Snail,zinc,contains
Diving Beetle,The Nutritional components of diving beetles includes protein,contains
Diving Beetle,carbohydrates,contains
Diving Beetle,fat,contains
Diving Beetle,minerals.,contains
Diving Beetle,vitamins,contains
Dogtooth fruit,Dogtooth fruit contains various vitamins,contains
Dogtooth fruit,antioxidants.,contains
Dogtooth fruit,minerals,contains
Doi,Rich in vitamin C,contains
Doi,iron,contains
Doi,magnesium,contains
Doi,minerals such as calcium,contains
Doi,plant fiber.,contains
Dong'an Red Camellia,Contains tea polyphenols,contains
Dong'an Red Camellia,amino acids,contains
Dong'an Red Camellia,blood pressure-lowering effects.,contains
Dong'an Red Camellia,caffeine,contains
Dong'an Red Camellia,digestive,contains
Dong'an Red Camellia,etc. It has antioxidant,contains
Dong'an Red Camellia,minerals,contains
Dong'an Red Camellia,refreshing,contains
Dong'an Red Camellia,vitamin C,contains
Dongxing Golden Camellia,Contains tea polyphenols,contains
Dongxing Golden Camellia,amino acids,contains
Dongxing Golden Camellia,blood pressure-lowering effects.,contains
Dongxing Golden Camellia,caffeine,contains
Dongxing Golden Camellia,digestive,contains
Dongxing Golden Camellia,etc. It has antioxidant,contains
Dongxing Golden Camellia,minerals,contains
Dongxing Golden Camellia,refreshing,contains
Dongxing Golden Camellia,vitamin C,contains
Dracaena leaf,Dracaena leaves contain dracorhodin,contains
Dracaena leaf,amino acids,contains
Dracaena leaf,antioxidant,contains
Dracaena leaf,flavonoids,contains
Dracaena leaf,have effects such as anti-inflammatory,contains
Dracaena leaf,minerals,contains
Dracaena leaf,phenolic compounds,contains
Dracaena leaf,promoting wound healing.,contains
Dragon's Blood,Mainly include flavonoids,contains
Dragon's Blood,diterpenic acids,contains
Dragon's Blood,etc.,contains
Dragonfly larva,The nutritional components of dragonfly larvae include high protein,contains
Dragonfly larva,a reasonable composition of amino acids,contains
Dragonfly larva,low fat,contains
Dragonfly larva,rich mineral elements.,contains
Duckfoot Tea,The whole plant is used medicinally. Boiling the leaves in water,contains
Duckfoot Tea,boiling with pig kidney,contains
Duckfoot Tea,consuming with wine can treat back pain.,contains
Duckfoot Tea,washing the body can treat colds. Boiling the roots with pig brain can treat headaches or malaria,contains
Duo Mai Pu'er Tea,Harvested from the mountainous sparse forests of Mayi Village,contains
Duo Mai Pu'er Tea,Luchun County,contains
Duo Mai Pu'er Tea,Qimabaxiang,contains
Duo Mai Pu'er Tea,Yunnan,contains
Duo Mai Pu'er Tea,at an altitude of 1400 meters. Locally processed for drinking,contains
Duo Mai Pu'er Tea,known as Mayi Tea.,contains
Dysosma versipellis,Podophyllotoxin,contains
Dysosma versipellis,flavonoid compounds,contains
Eagle Claw Maple,Rich in vitamin C,contains
Eagle Claw Maple,calcium,contains
Eagle Claw Maple,iron,contains
Eagle Claw Maple,magnesium,contains
Eagle Claw Maple,plant fiber.,contains
Ear River Snail,B vitamins including vitamin B1,contains
Ear River Snail,Snail meat is high in protein,contains
Ear River Snail,containing various essential amino acids for the human body,contains
Ear River Snail,contains various vitamins such as vitamin A,contains
Ear River Snail,crude ash.,contains
Ear River Snail,including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium,contains
Ear River Snail,iron,contains
Ear River Snail,niacin. It also includes carbohydrates,contains
Ear River Snail,phosphorus,contains
Ear River Snail,vitamin B2,contains
Ear River Snail,vitamin E,contains
Ear River Snail,zinc,contains
Earth Pea,Canavanine,contains
Earth Pea,Galactose,contains
Earth Pea,Galactoside,contains
Earth Pea,Mannan,contains
Earth Pea,Oleanolic Acid,contains
Earth Pea,Riboflavin,contains
Earth Pea,Saponin,contains
Earth Pea,Thiamine,contains
Echinacea,Echinacea contains inulin,contains
Echinacea,anti-inflammatory,contains
Echinacea,antiviral.,contains
Echinacea,flavonoids,contains
Echinacea,minerals. It has the effects of enhancing immunity,contains
Echinacea,polysaccharides,contains
Echinacea,vitamins,contains
Echinacea,volatile oils,contains
Edamame,B vitamins,contains
Edamame,Rich in protein,contains
Edamame,fiber,contains
Edamame,fiber.,contains
Edamame,iron,contains
Edamame,iron.,contains
Edamame,vitamin C,contains
Eel,B,contains
Eel,B12,contains
Eel,D,contains
Eel,EPA,contains
Eel,Rich in protein,contains
Eel,as well as DHA,contains
Eel,contains vitamins A,contains
Eel,fat,contains
Eel,iron.,contains
Eel,minerals such as calcium,contains
Eel,phosphorus,contains
Eggplant,B vitamins,contains
Eggplant,Rich in fiber,contains
Eggplant,antioxidants.,contains
Eggplant,potassium,contains
Elaeagnus mollis oil,The seeds contain oil,contains
Elaeagnus mollis oil,an oil yield of 30-35%.,contains
Elaeagnus mollis oil,with the kernel containing 46.58-51.4% crude fat,contains
Elderberry,Flavonoids,contains
Elderberry,Glycosides,contains
Elderberry,Phenols,contains
Elderberry,Sugars,contains
Elderberry,Terpenoids,contains
Elderflower Tea,Contains flavonoids,contains
Elderflower Tea,amino acids,contains
Elderflower Tea,etc.,contains
Elderflower Tea,phenolic acids,contains
Elderflower Tea,sugars,contains
Elderflower Tea,volatile oils,contains
Elephantopus,Dotriacontanol,contains
Elephantopus,Friedelinol,contains
Elephantopus,Lupenol,contains
Elephantopus,Potassium Chloride,contains
Elephantopus,Stigmasterol,contains
Elephantopus,Triacontanol,contains
Embelia ribes,No specific nutritional information available.,contains
Embelia scandens,The fruit of Embelia ribes contains various vitamins,contains
Embelia scandens,minerals.,contains
Emei tree frog,High in protein,contains
Emei tree frog,also contains various vitamins,contains
Emei tree frog,low in fat,contains
Emei tree frog,minerals,contains
Emergency Ration,Emergency ration contains various nutrients such as vitamins,contains
Emergency Ration,minerals,contains
Emergency Ration,organic acids,contains
Emergency Ration,sugars.,contains
Emu,Emu eggs are nutrient-rich,contains
Emu,are rich in collagen,contains
Emu,low fat content,contains
Emu,making it suitable as a health food. It also contains vitamins,contains
Emu,minerals.,contains
Emu,various trace elements. Emu meat has a high protein content,contains
Emu,with low cholesterol content,contains
Enoki Mushroom,B vitamins,contains
Enoki Mushroom,Rich in protein,contains
Enoki Mushroom,fiber,contains
Enoki Mushroom,potassium.,contains
Entire-margined Red Camellia,Contains tea polyphenols,contains
Entire-margined Red Camellia,amino acids,contains
Entire-margined Red Camellia,blood pressure-lowering effects.,contains
Entire-margined Red Camellia,caffeine,contains
Entire-margined Red Camellia,digestive,contains
Entire-margined Red Camellia,etc. It has antioxidant,contains
Entire-margined Red Camellia,minerals,contains
Entire-margined Red Camellia,refreshing,contains
Entire-margined Red Camellia,vitamin C,contains
Erigeron breviscapus,The plant contains phytosterols,contains
Erigeron breviscapus,amino acids,contains
Erigeron breviscapus,etc.,contains
Erigeron breviscapus,glycosidic resins,contains
Erigeron breviscapus,glycosidic tannins,contains
Erigeron breviscapus,gum (containing galactose),contains
Erigeron breviscapus,pyrocatechol,contains
Erigeron breviscapus,sugars,contains
Erigeron breviscapus,volatile oils (such as limonene),contains
Erycibe obtusifolia,Scopoletin,contains
Erycibe obtusifolia,erycibenin A,contains
Erycibe obtusifolia,erycibenin C,contains
Erycibe obtusifolia,scopolin,contains
Eucalyptus globulus,)-homoserine,contains
Eucalyptus globulus,Includes volatile oils,contains
Eucalyptus globulus,L(,contains
Eucalyptus globulus,etc.,contains
Eucalyptus globulus,quercetin,contains
Eucalyptus globulus,quercitrin,contains
Eucalyptus globulus,rutin,contains
Eucommia,15 other trace elements.,contains
Eucommia,17 free amino acids,contains
Eucommia,Rich in nutrients,contains
Eucommia,VE,contains
Eucommia,germanium,contains
Eucommia,including VB1,contains
Eucommia,selenium,contains
Eucommia,β-carotene,contains
Eucommia tea,Eucommia contains eucommia gum,contains
Eucommia tea,amino acids,contains
Eucommia tea,flavonoids,contains
Eucommia tea,minerals.,contains
Eucommia tea,vitamins,contains
Eupatorium,Phenolic acids,contains
Eupatorium,Volatile oils,contains
Eupatorium,etc.,contains
Eupatorium,flavonoids,contains
Eupatorium,terpenoids,contains
Eupatorium,triterpenoids,contains
Euphorbia helioscopia,5-digalactoside,contains
Euphorbia helioscopia,Calcium malate,contains
Euphorbia helioscopia,Citric acid,contains
Euphorbia helioscopia,Heliscopiol,contains
Euphorbia helioscopia,Phasin,contains
Euphorbia helioscopia,Quercetin-3,contains
Euphorbia helioscopia,β-dihydrofucosterol,contains
Eurasian Collared Dove,B1,contains
Eurasian Collared Dove,B2,contains
Eurasian Collared Dove,Dove meat is rich in protein,contains
Eurasian Collared Dove,E. It contains multiple trace elements essential for hematopoiesis,contains
Eurasian Collared Dove,low-fat quality ingredient. It is rich in various vitamins such as Vitamin A,contains
Eurasian Collared Dove,making it a high-protein,contains
Eurasian Collared Dove,making it one of the meat types with a high protein content. Dove meat has extremely low fat content,contains
Eurasian Collared Dove,such as iron,contains
Eurasian Collared Dove,zinc.,contains
European Blue Lobster,B vitamins such as vitamin B1,contains
European Blue Lobster,Rich in protein,contains
European Blue Lobster,as well as minerals such as phosphorus,contains
European Blue Lobster,calcium,contains
European Blue Lobster,containing abundant vitamin E,contains
European Blue Lobster,iron,contains
European Blue Lobster,low in fat,contains
European Blue Lobster,magnesium,contains
European Blue Lobster,niacin,contains
European Blue Lobster,potassium,contains
European Blue Lobster,vitamin B2,contains
European Blue Lobster,zinc,contains
European Turtle Dove,B1,contains
European Turtle Dove,B2,contains
European Turtle Dove,Dove meat is rich in protein,contains
European Turtle Dove,E. It contains multiple trace elements essential for hematopoiesis,contains
European Turtle Dove,low-fat quality ingredient. It is rich in various vitamins such as Vitamin A,contains
European Turtle Dove,making it a high-protein,contains
European Turtle Dove,making it one of the meat types with a high protein content. Dove meat has extremely low fat content,contains
European Turtle Dove,such as iron,contains
European Turtle Dove,zinc.,contains
Euryale ferox,Contains a certain amount of starch,contains
Euryale ferox,minerals,contains
Euryale ferox,protein,contains
Euryale ferox,vitamins.,contains
Evening Primrose,Evening primrose contains gamma-linolenic acid (GLA),contains
Evening Primrose,an important omega-6 series polyunsaturated fatty acid,contains
Evening Primrose,as well as antioxidants,contains
Evening Primrose,minerals.,contains
Evening Primrose,vitamins,contains
Evodia Leaf,D-isoplatydesmine,contains
Evodia Leaf,L-7-dehydroxyribalinine,contains
Evodia Leaf,L-edulinine,contains
Exopalaemon modestus,B1,contains
Exopalaemon modestus,B2,contains
Exopalaemon modestus,E,contains
Exopalaemon modestus,Rich in protein,contains
Exopalaemon modestus,but also contains abundant taurine,contains
Exopalaemon modestus,iodine,contains
Exopalaemon modestus,magnesium,contains
Exopalaemon modestus,niacin.,contains
Exopalaemon modestus,phosphorus. It also contains vitamins A,contains
Exopalaemon modestus,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Exopalaemon modestus,with high cholesterol content,contains
False Bighead Camellia,Contains various amino acids,contains
False Bighead Camellia,anti-inflammatory,contains
False Bighead Camellia,cardiovascular health protection.,contains
False Bighead Camellia,immune-boosting,contains
False Bighead Camellia,minerals. Helps with antioxidant,contains
False Bighead Camellia,tea polyphenols,contains
False Bighead Camellia,vitamins,contains
Fangcheng Tea,Often contains tea polyphenols,contains
Fangcheng Tea,amino acids,contains
Fangcheng Tea,anti-inflammatory,contains
Fangcheng Tea,cardiovascular protection,contains
Fangcheng Tea,etc. Helps with antioxidant,contains
Fangcheng Tea,immune enhancement.,contains
Fangcheng Tea,minerals,contains
Fangcheng Tea,vitamins,contains
Fennel,Anise oil,contains
Fennel,calcium,contains
Fennel,carotene,contains
Fennel,etc.,contains
Fennel,vitamin A,contains
Fennel,vitamin C,contains
Fennel juice,C,contains
Fennel juice,Fennel juice contains vitamins A,contains
Fennel juice,calcium,contains
Fennel juice,dietary fiber,contains
Fennel juice,magnesium),contains
Fennel juice,minerals (such as iron,contains
Fennel juice,volatile oils like anethole.,contains
Fenugreek,Various alkaloids,contains
Fenugreek,etc.,contains
Fenugreek,fatty acids,contains
Fenugreek,flavonoids,contains
Fenugreek,lipids,contains
Fenugreek,saponins,contains
Fern,Fern is rich in vitamin A,contains
Fern,calcium,contains
Fern,digestive system function.,contains
Fern,fiber,contains
