实体A,实体B,关系,
龙脑香,龙脑香,属于,
龙脑香,多种萜类成分,含有,
龙脑香,三萜化合物,含有,
泽泻,植物界,属于,
泽泻,被子植物门,属于,
泽泻,木兰纲,属于,
泽泻,泽泻目,属于,
泽泻,泽泻科,属于,
泽泻,泽泻属,属于,
泽泻,泽泻,属于,
泽泻,三萜类,含有,
泽泻,倍半萜类,含有,
泽泻,苯丙素类,含有,
泽泻,二萜类,含有,
泽泻,糖类和挥发油,含有,
苍耳,植物界,属于,
苍耳,被子植物门,属于,
苍耳,木兰纲,属于,
苍耳,菊目,属于,
苍耳,菊科,属于,
苍耳,苍耳属,属于,
苍耳,苍耳,属于,
苍耳,挥发油,含有,
苍耳,脂肪酸,含有,
苍耳,酚酸,含有,
苍耳,其衍生物,含有,
苍耳,木脂素类,含有,
苍耳,倍半萜内酯类,含有,
苍耳,水溶性苷类,含有,
苍耳,其他成分如槲皮素,含有,
苍耳,芦丁,含有,
苍耳,紫云英苷,含有,
苍耳,多种氨基酸,含有,
苍耳,生物碱类化合物,含有,
白芍,植物界,属于,
白芍,被子植物门,属于,
白芍,双子叶植物纲,属于,
白芍,捩花目,属于,
白芍,萝藦科,属于,
白芍,鹅绒藤属,属于,
白芍,青羊参,属于,
白芍,芍药苷,含有,
白芍,牡丹酚,含有,
白芍,苯甲酸,含有,
白芍,挥发油,含有,
白芍,脂肪油,含有,
白芍,树脂,含有,
白芍,鞣质,含有,
白芍,糖,含有,
白芍,淀粉,含有,
白芍,粘液质,含有,
白芍,蛋白质,含有,
白芍,β-谷甾醇和三萜类,含有,
八角,植物界,属于,
八角,被子植物门,属于,
八角,木兰纲,属于,
八角,木兰藤目,属于,
八角,五味子科,属于,
八角,八角属,属于,
八角,八角,属于,
八角,挥发油,含有,
八角,脂肪油,含有,
八角,蛋白质,含有,
八角,树脂,含有,
樟树,植物界,属于,
樟树,被子植物门,属于,
樟树,木兰纲,属于,
樟树,樟目,属于,
樟树,樟科,属于,
樟树,樟属,属于,
樟树,樟,属于,
樟树,粗蛋白,含有,
樟树,粗脂肪,含有,
樟树,膳食纤维,含有,
樟树,糖类,含有,
樟树,碳水化合物,含有,
樟树,维生素,含有,
樟树,矿物质,含有,
樟树,植物化学物质,含有,
肉桂,植物界,属于,
肉桂,维管植物门,属于,
肉桂,木兰纲,属于,
肉桂,樟目,属于,
肉桂,樟科,属于,
肉桂,樟属,属于,
肉桂,肉桂,属于,
肉桂,维生素A,含有,
肉桂,维生素C,含有,
肉桂,维生素E,含有,
肉桂,核黄素,含有,
肉桂,硫胺素,含有,
肉桂,胡萝卜素,含有,
肉桂,乙酸苯丙酯,含有,
姜,植物界,属于,
姜,被子植物门,属于,
姜,木兰纲,属于,
姜,姜目,属于,
姜,姜科,属于,
姜,姜属,属于,
姜,姜,属于,
姜,蛋白质,含有,
姜,多糖,含有,
姜,维生素和多种微量元素,含有,
姜,姜油酮,含有,
姜,姜酚,含有,
菖蒲,植物界,属于,
菖蒲,被子植物门,属于,
菖蒲,木兰纲,属于,
菖蒲,菖蒲目,属于,
菖蒲,天南星科,属于,
菖蒲,菖蒲属,属于,
菖蒲,菖蒲,属于,
菖蒲,α-,含有,
菖蒲,β-细辛脑,含有,
菖蒲,顺羟基异丁香酚,含有,
菖蒲,羟基丁香酚,含有,
菖蒲,石菖蒲二醇,含有,
菖蒲,石菖蒲螺内酯,含有,
菖蒲,石菖蒲酮,含有,
菖蒲,石菖蒲螺内酯,含有,
菖蒲,石菖蒲酮,含有,
菖蒲,石菖蒲酮,含有,
菖蒲,石菖蒲酮,含有,
菖蒲,石菖蒲酮,含有,
月桂,植物界,属于,
月桂,被子植物门,属于,
月桂,木兰纲,属于,
月桂,樟目,属于,
月桂,樟科,属于,
月桂,月桂属,属于,
月桂,月桂,属于,
月桂,能量,含有,
月桂,蛋白质,含有,
月桂,脂肪,含有,
月桂,碳水化合物(糖),含有,
月桂,钠,含有,
月桂,维生素,含有,
月桂,膳食纤维,含有,
木兰,植物界,属于,
木兰,被子植物门,属于,
木兰,木兰纲,属于,
木兰,木兰目,属于,
木兰,木兰科,属于,
木兰,木兰属,属于,
木兰,木兰,属于,
木兰,挥发油,含有,
木兰,黄酮类化合物,含有,
木兰,多糖类,含有,
木兰,氨基酸,含有,
五味子,植物界,属于,
五味子,被子植物门,属于,
五味子,木兰纲,属于,
五味子,木兰藤目,属于,
五味子,五味子科,属于,
五味子,五味子属,属于,
五味子,有机酸,含有,
五味子,维生素,含有,
五味子,类黄酮,含有,
五味子,植物固醇,含有,
五味子,有强效复原作用的木酚素(例如五味子醇甲,含有,
五味子,五味子乙素或五味子脂素),含有,
菊花,植物界,属于,
菊花,被子植物门,属于,
菊花,木兰纲,属于,
菊花,菊目,属于,
菊花,菊科,属于,
菊花,菊属,属于,
菊花,菊花,属于,
菊花,挥发油,含有,
菊花,维生素,含有,
菊花,微量元素,含有,
菊花,氨基酸,含有,
菊花,胆碱,含有,
桂花,植物界,属于,
桂花,被子植物门,属于,
桂花,双子叶植物纲,属于,
桂花,捩花目,属于,
桂花,木樨科,属于,
桂花,木樨属,属于,
桂花,多种,属于,
桂花,22种氨基酸与维生素A,含有,
桂花,维生素B,含有,
桂花,维生素C,含有,
桂花,维生素D,含有,
桂花,维生素E,含有,
桂花,维生素K,含有,
桂花,花青素,含有,
桂花,生长素,含有,
金银花,植物界,属于,
金银花,被子植物门,属于,
金银花,双子叶植物纲,属于,
金银花,川续断目,属于,
金银花,忍冬科,属于,
金银花,忍冬属,属于,
金银花,蛋白质,含有,
金银花,脂肪,含有,
金银花,维生素,含有,
金银花,矿物质,含有,
花椒,植物界,属于,
花椒,被子植物门,属于,
花椒,木兰纲,属于,
花椒,无患子目,属于,
花椒,芸香科,属于,
花椒,花椒属,属于,
花椒,有机酸,含有,
花椒,维生素C,含有,
花椒,辣椒素,含有,
柠檬,植物界,属于,
柠檬,被子植物门,属于,
柠檬,木兰纲,属于,
柠檬,芸香目,属于,
柠檬,芸香科,属于,
柠檬,柑橘属,属于,
柠檬,柠檬,属于,
柠檬,维生素C,含有,
柠檬,糖类,含有,
柠檬,钙,含有,
柠檬,磷,含有,
柠檬,铁,含有,
柠檬,维生素B1,含有,
柠檬,维生素B2,含有,
柠檬,烟酸,含有,
柠檬,奎宁酸,含有,
柠檬,柠檬酸,含有,
柠檬,苹果酸,含有,
柠檬,橙皮苷,含有,
柠檬,柚皮苷,含有,
柠檬,香豆精,含有,
柠檬,高量钾元素和低量钠元素,含有,
香橙,植物界,属于,
香橙,被子植物门,属于,
香橙,木兰纲,属于,
香橙,无患子目,属于,
香橙,芸香科,属于,
香橙,柑橘属,属于,
香橙,香橙,属于,
香橙,维生素C,含有,
香橙,有机酸,含有,
香橙,矿物质,含有,
香橙,膳食纤维,含有,
扁桃,植物界,属于,
扁桃,被子植物门,属于,
扁桃,双子叶植物纲,属于,
扁桃,蔷薇目,属于,
扁桃,蔷薇科,属于,
扁桃,李属,属于,
扁桃,扁桃,属于,
扁桃,脂肪,含有,
扁桃,碳水化合物,含有,
扁桃,纤维素,含有,
扁桃,维生素E,含有,
扁桃,B族维生素,含有,
扁桃,矿物质,含有,
胡椒,植物界,属于,
胡椒,被子植物门,属于,
胡椒,木兰纲,属于,
胡椒,胡椒目,属于,
胡椒,胡椒科,属于,
胡椒,胡椒属,属于,
胡椒,胡椒,属于,
胡椒,胡椒碱,含有,
胡椒,芳香油,含有,
胡椒,粗蛋白,含有,
胡椒,粗脂肪,含有,
胡椒,可溶性氮,含有,
胡椒,淀粉,含有,
胡椒,硫胺素,含有,
胡椒,铜,含有,
胡椒,铁,含有,
胡椒,锌,含有,
胡椒,酮,含有,
胡椒,醇,含有,
胡椒,酶,含有,
茴香,植物界,属于,
茴香,被子植物门,属于,
茴香,木兰纲,属于,
茴香,伞形目,属于,
茴香,伞形科,属于,
茴香,茴香属,属于,
茴香,茴香,属于,
茴香,茴香油,含有,
茴香,维生素A,含有,
茴香,维生素C,含有,
茴香,胡萝卜素,含有,
茴香,钙,含有,
松脂,植物界,属于,
松脂,裸子植物门,属于,
松脂,松杉纲,属于,
松脂,松杉目,属于,
松脂,松科,属于,
松脂,松属,属于,
松脂,马尾松、油松或其同属植物,属于,
松脂,松节油,含有,
松脂,松香,含有,
松脂,松脂酸和松香酸,含有,
雪松,植物界,属于,
雪松,裸子植物门,属于,
雪松,松纲,属于,
雪松,松目,属于,
雪松,松科,属于,
雪松,雪松属,属于,
雪松,树皮溶出物15.5%,含有,
雪松,其中碳水化物9.8%,含有,
雪松,木质素47.5%,含有,
雪松,鞣质2.2%,含有,
雪松,灰分2.6 %。蜡质中含酸61.9%,含有,
雪松,蜡25.4%,含有,
雪松,不皂化物中含高级醇和B一谷甾醇。,含有,
柏木,植物界,属于,
柏木,裸子植物门,属于,
柏木,松纲,属于,
柏木,柏目,属于,
柏木,柏科,属于,
柏木,柏木属,属于,
柏木,柏木,属于,
柏木,挥发油,含有,
柏木,黄酮类化合物,含有,
柏木,萜烯类和酚类化合物,含有,
柏木,有机酸,含有,
柏木,多糖,含有,
柏木,木脂素,含有,
柏木,无机元素,含有,
欧薄荷,植物界,属于,
欧薄荷,被子植物门,属于,
欧薄荷,木兰纲,属于,
欧薄荷,唇形目,属于,
欧薄荷,唇形科,属于,
欧薄荷,薄荷属,属于,
欧薄荷,欧薄荷,属于,
欧薄荷,薄荷醇,含有,
欧薄荷,薄荷酮,含有,
欧薄荷,少量樟烯,含有,
欧薄荷,柠檬烯,含有,
欧薄荷,碳水化合物,含有,
欧薄荷,膳食纤维,含有,
欧薄荷,核黄素,含有,
欧薄荷,维生素E,含有,
依兰,植物界,属于,
依兰,被子植物门,属于,
依兰,木兰纲,属于,
依兰,木兰目,属于,
依兰,番荔枝科,属于,
依兰,依兰属,属于,
依兰,依兰,属于,
依兰,水杨酸苄酯,含有,
依兰,苯甲酸苄酯,含有,
依兰,乙酸牻牛儿酯,含有,
依兰,丁香油烃,含有,
沉香,植物界,属于,
沉香,被子植物门,属于,
沉香,双子叶植物纲,属于,
沉香,锦葵目,属于,
沉香,瑞香科,属于,
沉香,沉香属、拟沉香属,属于,
沉香,挥发油和树脂,含有,
沉香,白木香醛,含有,
沉香,沉香螺旋醇,含有,
沉香,白木香醇,含有,
沉香,苄基丙酮,含有,
沉香,呋喃白木香醇,含有,
岩兰草,植物界,属于,
岩兰草,被子植物门,属于,
岩兰草,木兰纲,属于,
岩兰草,禾本目,属于,
岩兰草,禾本科,属于,
岩兰草,金须茅属,属于,
岩兰草,香根草,属于,
岩兰草,多糖,含有,
岩兰草,黄酮类,含有,
岩兰草,生物碱,含有,
岩兰草,锌,含有,
岩兰草,钙,含有,
岩兰草,岩兰草苷,含有,
云杉,植物界,属于,
云杉,裸子植物门,属于,
云杉,松纲,属于,
云杉,松目,属于,
云杉,松科,属于,
云杉,云杉属,属于,
云杉,云杉,属于,
云杉,挥发油,含有,
云杉,主要成分有蒎烯,含有,
云杉,莰烯,含有,
云杉,柠檬烯,含有,
云杉,乙酸龙脑酯,含有,
云杉,龙脑和檀萜烯。非挥发成分主要是木脂素,含有,
云杉,含量约49%;有酚类成分,含有,
云杉,如儿茶素,含有,
云杉,表儿茶精,含有,
云杉,山 柰酚葡萄糖苷和羟基苯乙酮存在,含有,
天然蜂蜡,动物界,属于,
天然蜂蜡,节肢动物门,属于,
天然蜂蜡,昆虫纲,属于,
天然蜂蜡,膜翅目,属于,
天然蜂蜡,蜜蜂科,属于,
天然蜂蜡,蜜蜂属,属于,
天然蜂蜡,蜜蜂种,属于,
天然蜂蜡,蛋维生素A,含有,
天然蜂蜡,类胡萝卜素,含有,
天然蜂蜡,柠檬酸,含有,
天然蜂蜡,分散脂肪醇,含有,
天然蜂蜡,三酰甘油,含有,
黑大黄蜂毒,动物界,属于,
黑大黄蜂毒,节肢动物门,属于,
黑大黄蜂毒,昆虫纲,属于,
黑大黄蜂毒,膜翅目,属于,
黑大黄蜂毒,胡蜂科,属于,
黑大黄蜂毒,黄蜂属,属于,
黑大黄蜂毒,黄蜂种,属于,
黑大黄蜂毒,多种酶类和毒素,含有,
黑大黄蜂毒,包括磷脂酶,含有,
黑大黄蜂毒,透明质酸酶,含有,
黑大黄蜂毒,可引发强烈的炎症反应和疼痛,含有,
黑大黄蜂毒,常用于医学毒理学研究。,含有,
普通黄蜂毒,动物界,属于,
普通黄蜂毒,节肢动物门,属于,
普通黄蜂毒,昆虫纲,属于,
普通黄蜂毒,膜翅目,属于,
普通黄蜂毒,胡蜂科,属于,
普通黄蜂毒,胡蜂属,属于,
普通黄蜂毒,胡蜂种,属于,
普通黄蜂毒,富含毒素如磷脂酶,含有,
普通黄蜂毒,透明质酸酶和多肽,含有,
普通黄蜂毒,常用于研究过敏反应。,含有,
红火蚁毒,动物界,属于,
红火蚁毒,节肢动物门,属于,
红火蚁毒,昆虫纲,属于,
红火蚁毒,膜翅目,属于,
红火蚁毒,蚂蚁科,属于,
红火蚁毒,火蚁属,属于,
红火蚁毒,火蚁种,属于,
红火蚁毒,多种生物碱,含有,
红火蚁毒,能引发剧烈的疼痛和炎症反应,含有,
红火蚁毒,部分用于疼痛研究。,含有,
无刺蜂王浆,动物界,属于,
无刺蜂王浆,节肢动物门,属于,
无刺蜂王浆,昆虫纲,属于,
无刺蜂王浆,膜翅目,属于,
无刺蜂王浆,蜜蜂科,属于,
无刺蜂王浆,无刺蜂属,属于,
无刺蜂王浆,蜜蜂种,属于,
无刺蜂王浆,富含独特的脂肪酸和酚类化合物,含有,
无刺蜂王浆,增强精力和精神清晰度,含有,
无刺蜂王浆,常用于南美。,含有,
墨西哥蜂王浆,动物界,属于,
墨西哥蜂王浆,节肢动物门,属于,
墨西哥蜂王浆,昆虫纲,属于,
墨西哥蜂王浆,膜翅目,属于,
墨西哥蜂王浆,蜜蜂科,属于,
墨西哥蜂王浆,无刺蜂属,属于,
墨西哥蜂王浆,墨西哥蜂种,属于,
墨西哥蜂王浆,富含脂类,含有,
墨西哥蜂王浆,抗氧化剂,含有,
墨西哥蜂王浆,微量元素,含有,
墨西哥蜂王浆,具免疫增强和抗衰老作用。,含有,
大黄蜂王浆,动物界,属于,
大黄蜂王浆,节肢动物门,属于,
大黄蜂王浆,昆虫纲,属于,
大黄蜂王浆,膜翅目,属于,
大黄蜂王浆,蜜蜂科,属于,
大黄蜂王浆,大黄蜂属,属于,
大黄蜂王浆,大黄蜂种,属于,
大黄蜂王浆,富含碳水化合物和矿物质,含有,
大黄蜂王浆,具增强精力和缓解压力作用。,含有,
巴塔哥尼亚无刺蜂王浆,动物界,属于,
巴塔哥尼亚无刺蜂王浆,节肢动物门,属于,
巴塔哥尼亚无刺蜂王浆,昆虫纲,属于,
巴塔哥尼亚无刺蜂王浆,膜翅目,属于,
巴塔哥尼亚无刺蜂王浆,蜜蜂科,属于,
巴塔哥尼亚无刺蜂王浆,无刺蜂属,属于,
巴塔哥尼亚无刺蜂王浆,巴塔哥尼亚无刺蜂种,属于,
巴塔哥尼亚无刺蜂王浆,富含维生素,含有,
巴塔哥尼亚无刺蜂王浆,矿物质,含有,
巴塔哥尼亚无刺蜂王浆,抗氧化成分,含有,
巴塔哥尼亚无刺蜂王浆,助于抗衰老和改善代谢。30,含有,
小无刺蜂王浆,动物界,属于,
小无刺蜂王浆,节肢动物门,属于,
小无刺蜂王浆,昆虫纲,属于,
小无刺蜂王浆,膜翅目,属于,
小无刺蜂王浆,蜜蜂科,属于,
小无刺蜂王浆,小无刺蜂属,属于,
小无刺蜂王浆,蜜蜂种,属于,
小无刺蜂王浆,抗氧化酶,含有,
小无刺蜂王浆,具延缓衰老作用。,含有,
松花粉,植物界,属于,
松花粉,裸子植物门,属于,
松花粉,松柏纲,属于,
松花粉,松目,属于,
松花粉,松科,属于,
松花粉,松属,属于,
松花粉,松种,属于,
松花粉,富含氨基酸,含有,
松花粉,维生素B群,含有,
松花粉,维生素E,含有,
松花粉,微量元素,含有,
松花粉,具有增强免疫力,含有,
松花粉,抗衰老的功效。,含有,
枣花粉,植物界,属于,
枣花粉,被子植物门,属于,
枣花粉,双子叶植物纲,属于,
枣花粉,鼠李目,属于,
枣花粉,鼠李科,属于,
枣花粉,枣属,属于,
枣花粉,枣种,属于,
枣花粉,富含蛋白质,含有,
枣花粉,氨基酸,含有,
枣花粉,多种维生素,含有,
枣花粉,具有补中益气,含有,
枣花粉,润肠通便的作用。40,含有,
玉米花粉,植物界,属于,
玉米花粉,被子植物门,属于,
玉米花粉,单子叶植物纲,属于,
玉米花粉,禾本科,属于,
玉米花粉,禾本科,属于,
玉米花粉,玉米属,属于,
玉米花粉,玉米种,属于,
玉米花粉,丰富的蛋白质,含有,
玉米花粉,脂肪酸和维生素,含有,
玉米花粉,具有抗氧化和降脂作用。,含有,
油菜花粉,植物界,属于,
油菜花粉,被子植物门,属于,
油菜花粉,双子叶植物纲,属于,
油菜花粉,十字花目,属于,
油菜花粉,十字花科,属于,
油菜花粉,芸苔属,属于,
油菜花粉,油菜花种,属于,
油菜花粉,富含蛋白质,含有,
油菜花粉,脂肪酸,含有,
油菜花粉,维生素E和B族维生素,含有,
油菜花粉,具有调节免疫和抗疲劳的功效。,含有,
槐花粉,植物界,属于,
槐花粉,被子植物门,属于,
槐花粉,双子叶植物纲,属于,
槐花粉,豆目,属于,
槐花粉,豆科,属于,
槐花粉,槐属,属于,
槐花粉,刺槐种,属于,
槐花粉,富含黄酮类化合物,含有,
槐花粉,具有抗炎,含有,
槐花粉,抗氧化,含有,
槐花粉,改善心血管功能的作用。,含有,
枸杞花粉,植物界,属于,
枸杞花粉,被子植物门,属于,
枸杞花粉,双子叶植物纲,属于,
枸杞花粉,茄目,属于,
枸杞花粉,茄科,属于,
枸杞花粉,枸杞属,属于,
枸杞花粉,枸杞种,属于,
枸杞花粉,丰富的维生素C,含有,
枸杞花粉,β-胡萝卜素,含有,
枸杞花粉,具有养肝明目,含有,
枸杞花粉,滋阴补肾的功效。,含有,
茉莉花粉,植物界,属于,
茉莉花粉,被子植物门,属于,
茉莉花粉,双子叶植物纲,属于,
茉莉花粉,龙胆目,属于,
茉莉花粉,木犀科,属于,
茉莉花粉,茉莉花属,属于,
茉莉花粉,茉莉花种,属于,
